15,1,22.9167,0.380765
16,1,21.4833,0.442122
17,1,22.6,0.18876
18,1,22.55,0.231626
19,1,21.7167,0.261937
20,1,22.5833,0.262139
21,1,22.6667,0.354336
22,1,21.7833,0.235806
23,1,22.8,0.316372
24,1,20.85,0.164036
25,1,22.7167,0.238141
26,1,22.65,0.235848
27,1,21.9333,0.18859
28,1,23.1,0.477371
29,1,22.3333,0.379895
30,1,22.8333,0.261744
31,1,23.1167,0.308605
32,1,22.45,0.263225
33,1,23.1667,0.347146
34,1,22.2333,0.334591
35,1,22.5167,0.350927
36,1,23.1,0.31737
37,1,23.9167,0.361197
38,2,23.6167,0.795291
39,2,21.4167,0.430262
40,2,21.5167,0.0515225
41,2,21.8167,0.0553766
42,2,23.3167,0.0575353
43,2,22.9833,0.0530704
44,2,22.2333,0.0476842
45,2,22.5,0.0547857
46,2,22.9167,0.0551
47,2,22.6667,0.0518617
48,2,22,0.0528739
49,2,23.2,0.0565408
50,2,23.9833,0.0543695
51,2,22.5333,0.0499536
52,2,22.0167,0.0549735
53,2,22.7167,0.0504001
54,2,23.15,0.0549161
55,2,22,0.0508703
56,2,23.25,0.0521
57,2,22.5333,0.0571128
58,2,22.0833,0.0506973
59,2,23.8667,0.0560314
60,2,21.85,0.053728
61,2,21.9667,0.0523482
62,2,22.4833,0.0533655
63,2,22.4833,0.0535331
64,2,23.1333,0.0521308
65,2,22.9333,0.0537384
66,2,22.2667,0.0503431
67,2,21.3833,0.0514049
68,2,22.4833,0.0511242
69,2,22.7,0.0548371
70,2,22.7167,0.0586416
71,2,22.9833,0.0519802
72,2,22.8333,0.0560539
73,2,23.0333,0.0516425
74,2,21.9333,0.0494283
75,2,22.8667,0.0485592
76,2,23.0667,0.0513872
77,2,22.55,0.0502787
78,2,21.65,0.0532361
79,2,23.6167,0.0544584
80,2,22.9333,0.0481433
81,2,22.4667,0.0529529
82,2,22.15,0.0546721
83,2,22.45,0.051478
84,2,22.3333,0.0517868
85,2,22.8833,0.0552186
86,2,23.3333,0.0521879
87,2,22.7667,0.055082
88,2,22.8667,0.0495353
89,2,23.8667,0.0507874
90,2,21.4667,0.0516358
91,2,23.35,0.0572408
92,2,23.3333,0.0567742
93,2,22.5667,0.0508181
94,2,23.4167,0.0512837
95,2,22.6333,0.0514921
96,2,22.25,0.0487127
97,2,23.55,0.0504853
98,2,22.0333,0.0568996
99,2,23.4333,0.0514107
100,2,22.7333,0.0510223
101,2,22.3167,0.0536632
102,2,22.5,0.0540926
103,2,22.6,0.0541738
104,2,23.65,0.0523682
